2026-02-01 00:00:22 | INFO | api | File uploaded id=file_42n90n139u bytes=8474293 (env=staging, region=me-south-1, ip=253.36.219.1, request_id=wdpduslkusn81kf7, trace_id=6u1ojwpg3jkcatp4kydeh3bv, ua="PostmanRuntime/7.36.0")
2026-02-01 00:03:41 | INFO | api | Token refreshed user_id=7020 (env=prod, region=me-south-1, ip=254.178.38.164, request_id=m0ckz4izso9e0cvu, trace_id=cnyvt5155ofiegb07ob61svv, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:04:11 | INFO | api | PUT /token/refresh 400 (138ms) (env=dev, region=me-south-1, ip=144.71.7.132, request_id=eqbl8gckt2u39paz, trace_id=fi3v0lrnjexamgpjf7ah08md, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:05:57 | INFO | api | User login success user_id=8077 (env=prod, region=eu-west-1, ip=91.4.17.137, request_id=cz73oqwb9mxaljkf, trace_id=xw0knc2jsy64jz99ren67ot5, ua="curl/8.4.0")
2026-02-01 00:05:59 | INFO | api | Token refreshed user_id=2952 (env=prod, region=us-east-1, ip=18.117.101.6, request_id=j9m5jsrc337l7ny6, trace_id=3qhh46j56jknd21p999erc7l, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:06:22 | ERROR | api | DB timeout while fetching user profile user_id=4189 (env=staging, region=ap-southeast-1, ip=182.177.213.223, request_id=gmw1vbl44qm6mve8, trace_id=2aedl5cbcrlg9d8zaistc71s, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:06:23 | INFO | api | Config loaded version=5.15.44 (env=prod, region=me-south-1, ip=9.225.122.86, request_id=e9xk40fy6cums9iv, trace_id=3zyu6zx49p1awo4giniztn3y, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:06:26 | INFO | api | User logout success user_id=2874 (env=staging, region=eu-west-1, ip=230.98.19.139, request_id=9qyi8xykgm6sf56r, trace_id=7iga2cl1mpchpvnujgjdkrv6, ua="PostmanRuntime/7.36.0")
2026-02-01 00:07:26 | INFO | api | Job completed successfully: job=sync-users duration_ms=100 (env=staging, region=us-east-1, ip=101.32.105.14, request_id=3m7xkr1tpfqyh0ej, trace_id=6v7j6m03e7urb0hwouzeip7c, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:07:51 | INFO | api | User logout success user_id=9801 (env=dev, region=eu-west-1, ip=1.211.177.45, request_id=mtdgszhon6zz8eff, trace_id=tdf3cn92p34mejidrc3kyz3g, ua="PostmanRuntime/7.36.0")
2026-02-01 00:08:23 | ERROR | api | Upstream service unavailable dependency=postgres (env=prod, region=eu-west-1, ip=175.192.113.103, request_id=z5xr7i0sqe0a0pgf, trace_id=aa96nu3k50sdr4274nbxfcra, ua="PostmanRuntime/7.36.0")
2026-02-01 00:08:27 | ERROR | api | DB timeout while fetching user profile user_id=7104 (env=prod, region=eu-west-1, ip=76.136.111.177, request_id=bvunubztdxu1nsk4, trace_id=von71xhkz3w6efy4lgn42khx, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:08:44 | INFO | api | Cache hit key=user:2239 ttl_s=3228 (env=prod, region=ap-southeast-1, ip=95.158.107.206, request_id=6tv8z8t86jggui6v, trace_id=fa87qe4jfq1e0ejveetkusj6, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:09:24 | INFO | api | User logout success user_id=9954 (env=prod, region=ap-southeast-1, ip=226.215.131.201, request_id=6bf7pxdvpat8guy0, trace_id=2tc3tz32zjuuepmiqi0tnq4e, ua="curl/8.4.0")
2026-02-01 00:09:42 | INFO | api | Batch processed records=925 duration_ms=2419 (env=dev, region=ap-southeast-1, ip=107.215.206.44, request_id=lwrbm0rxxv2wqh3u, trace_id=tx2n4952kk365f9kmdiw1lcu, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:10:21 | INFO | api | Token refreshed user_id=2105 (env=prod, region=eu-west-1, ip=116.220.29.16, request_id=suck77esgg10bpeo, trace_id=lry9gpneiskz7oncqd46t5k7, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:10:34 | INFO | api | Cache miss key=rate:103.236.127.48 (env=prod, region=ap-southeast-1, ip=103.236.127.48, request_id=qldwak8ei2ht5v23, trace_id=goy0dzo49i67dbprgr66z0dr, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:10:45 | INFO | api | Cache miss key=user:1590 (env=prod, region=me-south-1, ip=73.123.41.65, request_id=tmq7aapshnwulaa4, trace_id=62iv4dcj8yt03dy1gf9s16vw, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:10:47 | INFO | api | Metrics pushed cpu=45% mem=75% (env=prod, region=ap-southeast-1, ip=209.224.81.114, request_id=mtjkt20xtgznufoq, trace_id=327vhgt024jgsrtsn2jfkpi1, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:11:00 | WARN | api | Rate limit nearing threshold remaining=17 (env=prod, region=me-south-1, ip=155.214.170.138, request_id=q6cn2tcupoz5bx4d, trace_id=h2bif1ecdigtwca3jg6th05v, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:11:28 | INFO | api | Metrics pushed cpu=93% mem=46% (env=staging, region=me-south-1, ip=162.116.5.50, request_id=57z2ycb0ev8ddost, trace_id=jf660obry8x133ubnrf5aasx, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:12:51 | INFO | api | Batch processed records=2319 duration_ms=3064 (env=prod, region=me-south-1, ip=1.176.132.198, request_id=dpy76qba06oo5n2x, trace_id=2brfowqp9k1hiu2rpi9xpbm6, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:13:08 | INFO | api | Job completed successfully: job=rebuild-index duration_ms=1552 (env=staging, region=me-south-1, ip=233.104.230.107, request_id=3dk6mh42jrf2xv9m, trace_id=m61lolgml21jjmae2m5c8xu9, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:13:27 | INFO | api | Cache hit key=rate:150.167.14.146 ttl_s=1685 (env=prod, region=us-east-1, ip=150.167.14.146, request_id=3e51d8m9khv65sq3, trace_id=sedp6qs8zy0xnltcavgnrn71, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:13:48 | INFO | api | File uploaded id=file_ec3vxv6jxn bytes=7892174 (env=prod, region=eu-west-1, ip=198.178.154.70, request_id=yka8n65ythmsu0pl, trace_id=brx5lhdzqbkmprofbn1v0z51, ua="PostmanRuntime/7.36.0")
2026-02-01 00:13:58 | ERROR | api | Service dependency not responding dependency=s3 (env=prod, region=me-south-1, ip=208.131.177.184, request_id=goxrdyq9qes9wiqa, trace_id=vy52p1vrxxstht11m52t5n91, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:14:14 | WARN | api | Slow response detected (1206ms) endpoint=/notifications/push (env=prod, region=me-south-1, ip=54.62.110.209, request_id=v0219s2itp8k2n5b, trace_id=5cpyghlv3sb7squez91e8s3r, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:14:23 | INFO | api | Batch processed records=2189 duration_ms=2858 (env=prod, region=me-south-1, ip=113.252.141.4, request_id=7gbc0lnenjm1mh45, trace_id=hh9uh1im3tbsgq013ulhacrg, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:15:02 | INFO | api | User login success user_id=5217 (env=prod, region=eu-west-1, ip=134.150.48.30, request_id=9yk2s0aig8z6kz5h, trace_id=74f37j1wbf18503b1vbk6wpt, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:15:27 | INFO | api | File uploaded id=file_fz786du603 bytes=6628341 (env=dev, region=ap-southeast-1, ip=126.83.37.253, request_id=i36gj6lsvta6bzqt, trace_id=sgv13b1gd67v5gouilnudbqh, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:15:59 | INFO | api | Token refreshed user_id=6939 (env=prod, region=eu-west-1, ip=69.64.233.119, request_id=8flskn4rv7dbx1t2, trace_id=d7xjdpjkzl2ozma9zf0g2ef1, ua="curl/8.4.0")
2026-02-01 00:16:02 | INFO | api | Job completed successfully: job=invoice-run duration_ms=1980 (env=staging, region=me-south-1, ip=195.185.161.188, request_id=mwmcim9y90yu8fx9, trace_id=vqh2qgq6o7vysepbowmcrl2v, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:16:07 | INFO | api | Cache miss key=cart:8622 (env=staging, region=ap-southeast-1, ip=135.131.60.8, request_id=nqyi951ikna7zkw1, trace_id=g6nvd31kwyo2tswd3o84dzer, ua="curl/8.4.0")
2026-02-01 00:16:11 | INFO | api | Cache hit key=user:4943 ttl_s=58 (env=prod, region=us-east-1, ip=84.57.224.250, request_id=hxef14x8705mp2cp, trace_id=0gopct3qs49i1k4y0qpr7toq, ua="curl/8.4.0")
2026-02-01 00:17:07 | INFO | api | Token refreshed user_id=6366 (env=prod, region=ap-southeast-1, ip=171.85.142.252, request_id=6obow7f7oixcemwq, trace_id=tbavmzutxzfvx6jt8ma18nhk, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:17:34 | INFO | api | File uploaded id=file_ce65zxgtay bytes=4017010 (env=prod, region=eu-west-1, ip=122.62.197.216, request_id=xl638nx3w2m874um, trace_id=c5vv5nwbmj888dk6khs7drl2, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:17:51 | WARN | api | Elevated error rate observed window_s=120 rate=10.9% (env=prod, region=eu-west-1, ip=224.33.107.222, request_id=k3bcf6ur330defit, trace_id=agmrvx9wpyr8iss1d2kc8ndl, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:18:32 | INFO | api | Batch processed records=4161 duration_ms=2577 (env=prod, region=ap-southeast-1, ip=155.159.16.213, request_id=dnui2qjgd3op664l, trace_id=ru4rwiafuumcoyermo8p83c2, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:18:43 | WARN | api | Elevated error rate observed window_s=300 rate=2.7% (env=prod, region=me-south-1, ip=120.165.207.102, request_id=9lyphvnml3xz9mg6, trace_id=qazxhxkbbekmuoxjg797cqfj, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:19:09 | INFO | api | Config loaded version=3.19.32 (env=prod, region=ap-southeast-1, ip=224.100.194.198, request_id=ihnwzc0dxzbjnwbk, trace_id=6boc6fir3s6lbrltmtiu6dn7, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:19:20 | INFO | api | User login success user_id=1851 (env=staging, region=me-south-1, ip=114.14.6.24, request_id=a83dmi7uavahw8aj, trace_id=bpqf29cnf71j11dfexz30kmg, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:19:52 | ERROR | api | Worker crashed: out of memory rss_mb=4790 (env=staging, region=ap-southeast-1, ip=83.19.17.170, request_id=p4cttwsvf9trsx3e, trace_id=l1b0v774pccgnrh2z3vbtsnj, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:19:56 | WARN | api | Elevated error rate observed window_s=30 rate=11.3% (env=prod, region=me-south-1, ip=238.217.247.210, request_id=xkywj2b8f9vazm77, trace_id=vbf8gl9sm9hqrrc5vkmhs6uh, ua="curl/8.4.0")
2026-02-01 00:20:17 | ERROR | api | Upstream service unavailable dependency=search-index (env=prod, region=us-east-1, ip=45.130.172.12, request_id=ixgwfiefknly8zuo, trace_id=o9xcgnienex9j88gklwegwj7, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:20:18 | INFO | api | Token refreshed user_id=6951 (env=dev, region=ap-southeast-1, ip=48.133.143.185, request_id=68hem5bbjfowzsif, trace_id=fnjq5cssaks3b8vqepqeazic, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:20:28 | WARN | api | Queue backlog growing size=8075 (env=prod, region=us-east-1, ip=182.43.96.38, request_id=e4xn5bvx37dephmh, trace_id=avgmi4ztedirgrt7n2qtn6yq, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:20:30 | INFO | api | File uploaded id=file_mjcrocjnap bytes=4106052 (env=prod, region=me-south-1, ip=65.161.105.18, request_id=s2bl5s9rj7222vfa, trace_id=z9gnhhvxtm734yi790nfioda, ua="curl/8.4.0")
2026-02-01 00:20:52 | INFO | api | Cache miss key=rate:75.214.107.58 (env=prod, region=us-east-1, ip=75.214.107.58, request_id=t8nzejadv18h4c6h, trace_id=grehrmgfdf4ztqibtntp9aab, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:20:54 | INFO | api | Batch processed records=3866 duration_ms=40 (env=prod, region=eu-west-1, ip=184.64.186.250, request_id=6d85zd90q0b63hd7, trace_id=f91mwseb7xytljkrotgvvr88, ua="PostmanRuntime/7.36.0")
2026-02-01 00:21:11 | INFO | api | Batch processed records=3845 duration_ms=878 (env=staging, region=me-south-1, ip=22.89.53.157, request_id=wyutm6wq0dk50gtu, trace_id=3vwjf97jhrxoqm3s1qfgn79j, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:21:12 | INFO | api | Job completed successfully: job=sync-users duration_ms=561 (env=staging, region=eu-west-1, ip=230.65.149.238, request_id=0r5t14v632ezbquj, trace_id=lye46wamncd3e7novha53y67, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:21:13 | INFO | api | Token refreshed user_id=6769 (env=prod, region=me-south-1, ip=149.2.67.222, request_id=aha0qhmzm5j51dex, trace_id=knul9m1ypz63on2832bi5xwf, ua="PostmanRuntime/7.36.0")
2026-02-01 00:21:36 | INFO | api | PUT /orders 403 (1793ms) (env=staging, region=us-east-1, ip=88.26.131.176, request_id=k4330urjdfozftci, trace_id=knof49nabc096e8g2v8fnx3p, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:21:39 | INFO | api | User login success user_id=7319 (env=staging, region=me-south-1, ip=169.163.21.123, request_id=bmwitudfc5y7vrvs, trace_id=2c64ucrg9zk3izupusex4rdw, ua="curl/8.4.0")
2026-02-01 00:21:41 | WARN | api | Retrying request to upstream service attempt=3 (env=prod, region=us-east-1, ip=185.2.30.3, request_id=111j4ou7278zrzea, trace_id=7p00tu0ezcpfr8x31d5alul4, ua="PostmanRuntime/7.36.0")
2026-02-01 00:21:53 | INFO | api | Job completed successfully: job=send-digests duration_ms=3025 (env=staging, region=me-south-1, ip=158.39.98.219, request_id=oz5vdbhgmgjlxo2z, trace_id=f3bxay9xxnd6oihdu9qamuov, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:23:26 | INFO | api | File uploaded id=file_wzz6uo7h5s bytes=7729128 (env=dev, region=us-east-1, ip=37.248.207.54, request_id=dfzhcx36igntrku4, trace_id=inin552csrm4wfn4xnk4gviv, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:23:55 | INFO | api | Job completed successfully: job=rebuild-index duration_ms=1629 (env=prod, region=ap-southeast-1, ip=73.198.48.209, request_id=ns64wc9sink4tiem, trace_id=nqxe0bhmmh5aw9r8439ny23g, ua="PostmanRuntime/7.36.0")
2026-02-01 00:24:41 | INFO | api | User logout success user_id=4378 (env=prod, region=me-south-1, ip=35.34.211.227, request_id=ssp3iy9zn2em0z0j, trace_id=1mb172booirchi7c4w2nvprt, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:24:50 | WARN | api | Retrying request to upstream service attempt=3 (env=dev, region=us-east-1, ip=21.111.237.138, request_id=lheavv6yvd04l8bq, trace_id=i4rx3tj5df0y3vezskx6vj9s, ua="PostmanRuntime/7.36.0")
2026-02-01 00:24:53 | INFO | api | Batch processed records=4113 duration_ms=2912 (env=prod, region=ap-southeast-1, ip=229.86.13.54, request_id=pipsblvcqnfw5za1, trace_id=abuoj87s5v9nb38m6w7f8oqr, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:25:00 | INFO | api | Job completed successfully: job=cleanup-sessions duration_ms=1066 (env=prod, region=us-east-1, ip=111.89.99.182, request_id=dm44c3kgadyyp4za, trace_id=ot23tdms7hs7jtx2xwinoq50, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:25:28 | WARN | api | Payment provider latency high (679ms) (env=prod, region=ap-southeast-1, ip=35.172.162.98, request_id=9m6uewvi55oh3vcb, trace_id=9clnvgkm6w27r1rhfxh3joya, ua="PostmanRuntime/7.36.0")
2026-02-01 00:25:29 | WARN | api | Queue backlog growing size=7298 (env=dev, region=eu-west-1, ip=216.161.95.129, request_id=fo6p2rfjj0f416el, trace_id=5vxvuj8jbqnvx5yfp5zdsc4f, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:25:39 | INFO | api | User logout success user_id=7457 (env=staging, region=us-east-1, ip=254.35.73.143, request_id=q3o6w5mjyxugwlsd, trace_id=22ktnoj5s81kxtu8i0og1fcm, ua="PostmanRuntime/7.36.0")
2026-02-01 00:25:42 | INFO | api | Config loaded version=1.20.41 (env=prod, region=us-east-1, ip=141.95.13.215, request_id=30r7zf17yrcv5m6h, trace_id=jxa7ae8pcjosgo6mhmvb2aiq, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:25:52 | INFO | api | User logout success user_id=7316 (env=dev, region=eu-west-1, ip=83.141.56.236, request_id=tmgmosylvr548205, trace_id=7ip0tg7wygmnpyzy2528yn77, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:25:55 | INFO | api | DELETE /token/refresh 201 (479ms) (env=prod, region=me-south-1, ip=185.30.193.79, request_id=o0r10icd149uca8s, trace_id=bl5we0s9296spxhp7zohok3j, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:26:42 | INFO | api | Token refreshed user_id=3162 (env=staging, region=ap-southeast-1, ip=45.3.238.174, request_id=6nhufus8trc05xs4, trace_id=l2z1sm3csef2yrwojhwift1r, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:27:27 | WARN | api | High memory usage warning mem=86% (env=prod, region=ap-southeast-1, ip=27.170.177.254, request_id=yf0aevecyrbfjhib, trace_id=4wcpzwcecprl20a0b9w9k4da, ua="curl/8.4.0")
2026-02-01 00:27:40 | ERROR | api | Payment gateway returned 503 provider=stripe (env=prod, region=me-south-1, ip=151.75.234.87, request_id=rfkpt25q73xq9xl9, trace_id=mr3s9x04xd9srqr9efalxou8, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:27:59 | WARN | api | Disk usage above 80% disk=91% (env=prod, region=us-east-1, ip=145.61.96.90, request_id=jvq3kvw2zlye5r14, trace_id=1yqp54u7kvzze01lftmjj8p5, ua="PostmanRuntime/7.36.0")
2026-02-01 00:28:09 | INFO | api | File uploaded id=file_mbwd277h0b bytes=6401595 (env=staging, region=us-east-1, ip=172.94.46.52, request_id=putfrb05007tlwye, trace_id=dw7514ohwl0ti20ioqm30gv4, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:28:39 | WARN | api | Queue backlog growing size=8445 (env=dev, region=eu-west-1, ip=97.157.114.46, request_id=lrc6ey3emkd9qriz, trace_id=3smtstvqf0e51k76bjkyk5ph, ua="PostmanRuntime/7.36.0")
2026-02-01 00:29:08 | WARN | api | Elevated error rate observed window_s=120 rate=2.7% (env=prod, region=eu-west-1, ip=146.239.90.79, request_id=kfp0sksxnoip8y7y, trace_id=n2p8u0krppbrzfsow2ip1thv, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:29:17 | INFO | api | Metrics pushed cpu=17% mem=45% (env=staging, region=eu-west-1, ip=130.198.82.116, request_id=k93uzpm6xgxnyjle, trace_id=phiqahlysoy172fvz1962lqm, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:29:18 | INFO | api | Token refreshed user_id=8855 (env=staging, region=me-south-1, ip=17.164.59.76, request_id=kkw42wtz1z2020oz, trace_id=nc3zxz03xdzwtiqky80gckcr, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:29:20 | WARN | api | Slow response detected (3008ms) endpoint=/notifications/push (env=prod, region=me-south-1, ip=119.105.45.205, request_id=9aqd8fzaxtqlo3bf, trace_id=uopd2vbwlb783pc3ht5x2qbl, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:29:55 | INFO | api | User logout success user_id=4419 (env=staging, region=us-east-1, ip=236.27.100.87, request_id=9ogoxoofiyfscn6t, trace_id=kgxu59rey5cc43ic7mqxb8qy, ua="PostmanRuntime/7.36.0")
2026-02-01 00:30:01 | WARN | api | High memory usage warning mem=79% (env=prod, region=eu-west-1, ip=241.35.6.211, request_id=awntkwmrt5md5kkx, trace_id=4vwue5x1sgz850wcamdgwef7, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:30:11 | INFO | api | DELETE /admin/config 201 (293ms) (env=staging, region=eu-west-1, ip=25.90.17.232, request_id=qq0b9bemesabksrj, trace_id=az8d5d0wzcu3eudc0m6tbthl, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:31:18 | INFO | api | Cache miss key=cart:6933 (env=staging, region=eu-west-1, ip=59.60.113.140, request_id=xqo2ovrf8brw9dnl, trace_id=yp1fhtfnw8cxlot0eti9l4rd, ua="PostmanRuntime/7.36.0")
2026-02-01 00:32:21 | WARN | api | Rate limit nearing threshold remaining=24 (env=prod, region=me-south-1, ip=127.99.159.238, request_id=guyszwu0yyl6bhty, trace_id=kryvz9i42ly9ngssad509buk, ua="PostmanRuntime/7.36.0")
2026-02-01 00:32:36 | WARN | api | Payment provider latency high (134ms) (env=prod, region=eu-west-1, ip=75.76.113.236, request_id=3fxffnm0uf3v2hmz, trace_id=3k5csznxzrr4ol25jqa4nvqf, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:32:51 | INFO | api | File uploaded id=file_w5jv2wqr11 bytes=3991337 (env=prod, region=ap-southeast-1, ip=251.154.22.24, request_id=x3vokycbebbjv5z8, trace_id=903t5ixkuf5msozmltvuhjgh, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:33:38 | ERROR | api | Service dependency not responding dependency=email-smtp (env=dev, region=us-east-1, ip=105.113.224.12, request_id=o1vt5oa2ahjuicsw, trace_id=m55soido1nh6attk4dvs0i9h, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:33:46 | INFO | api | POST /token/refresh 400 (2255ms) (env=dev, region=eu-west-1, ip=7.32.57.206, request_id=pwbfzyvhv4kkfhw8, trace_id=o8wbbfafqjf1msd7kjgrdgo0, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:33:47 | INFO | api | File uploaded id=file_ob43xng6vt bytes=8699474 (env=prod, region=us-east-1, ip=87.50.117.247, request_id=cg8i2whpckw2ij8f, trace_id=eq16c4e1c0i22d3l23nohrdn, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:34:20 | INFO | api | Token refreshed user_id=8883 (env=prod, region=me-south-1, ip=211.35.111.45, request_id=2xgu85dznrfxc28v, trace_id=8vwbp2rb4l3s2q5voc1f5i0y, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:34:40 | INFO | api | User logout success user_id=2870 (env=prod, region=ap-southeast-1, ip=120.191.56.45, request_id=p7cp9wv4al0zc8f5, trace_id=kri182wmz0okbybwpisp4fi8, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
