2026-02-01 00:01:32 | WARN | auth | Circuit breaker half-open dependency=stripe (env=prod, region=us-east-1, ip=161.26.182.4, request_id=lflqjl3txckugnp7, trace_id=6xlsh3wl7aheqnnsebn10d8a, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 01:20:02 | WARN | auth | Retrying request to upstream service attempt=4 (env=prod, region=us-east-1, ip=20.249.87.210, request_id=93kraksqcg7w3ftk, trace_id=neqgthhkninw9mgvzfvzarcu, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 01:21:58 | WARN | auth | Rate limit nearing threshold remaining=23 (env=prod, region=ap-southeast-1, ip=200.225.46.191, request_id=g8l1lqh1quf9dig5, trace_id=slrwxulkmbtl3bnjtys8sfyr, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 01:22:15 | WARN | auth | Retrying request to upstream service attempt=4 (env=prod, region=us-east-1, ip=133.75.85.234, request_id=x3g4ptdbmkq107y1, trace_id=8ymg0pn44k3ya7p9aiyeiaav, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 01:26:37 | WARN | auth | High memory usage warning mem=87% (env=prod, region=me-south-1, ip=57.53.203.104, request_id=eo1wtou92lhfr8om, trace_id=ub4q724gsbg7fqmh31fdwce9, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 01:26:50 | WARN | auth | Elevated error rate observed window_s=30 rate=2.9% (env=prod, region=ap-southeast-1, ip=241.93.209.218, request_id=l8sp5l6x1wyunulq, trace_id=2i8b3vh5e57qst8htr24tbro, ua="curl/8.4.0")
2026-02-01 01:27:05 | WARN | auth | High memory usage warning mem=98% (env=prod, region=me-south-1, ip=56.90.35.172, request_id=mi0nysruzpyzbpix, trace_id=ah9aq3h33hl5no588ikwjgnf, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 01:31:33 | WARN | auth | Retrying request to upstream service attempt=2 (env=dev, region=us-east-1, ip=139.166.48.54, request_id=vwgfs1g8o6hghiw9, trace_id=hxx8k7j6zttrnu9dywxpnr6x, ua="PostmanRuntime/7.36.0")
2026-02-01 01:33:16 | WARN | auth | Circuit breaker half-open dependency=s3 (env=prod, region=eu-west-1, ip=125.55.79.45, request_id=u5925jtel58x30ph, trace_id=xdv7z0d35vxfxn5z41x7eqxo, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 01:33:22 | WARN | auth | Circuit breaker half-open dependency=postgres (env=prod, region=me-south-1, ip=129.224.62.194, request_id=kcccexl4a0p1p7n7, trace_id=otp6dfogvwagyavxxp7cheew, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 01:34:48 | WARN | auth | Disk usage above 80% disk=89% (env=prod, region=eu-west-1, ip=72.182.58.160, request_id=x09xoospk5a4cnlf, trace_id=bh3bdmex525z1i2u6wiu1ls1, ua="curl/8.4.0")
2026-02-01 01:34:59 | WARN | auth | Temporary network jitter detected rtt_ms=291 (env=staging, region=eu-west-1, ip=26.188.156.224, request_id=e4t33vvrhpmimiwv, trace_id=k6n5uea6ludevllmxvc51tdl, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 01:35:02 | WARN | auth | Elevated error rate observed window_s=300 rate=9.0% (env=prod, region=ap-southeast-1, ip=151.88.130.126, request_id=03eezootsba1o1a1, trace_id=0bbmu2soyfq6f1mal4qxgezw, ua="curl/8.4.0")
2026-02-01 01:35:03 | WARN | auth | Circuit breaker half-open dependency=stripe (env=dev, region=me-south-1, ip=196.155.236.139, request_id=09d6fyfb07jkgl59, trace_id=rftwjgu118vk42nlmj1go3jk, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 01:35:28 | WARN | auth | Elevated error rate observed window_s=300 rate=14.8% (env=prod, region=me-south-1, ip=170.56.206.6, request_id=ofzgzwsxjc0t5vdn, trace_id=4ku5r063eukpj1lcxylaspd5, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 01:35:38 | WARN | auth | Circuit breaker half-open dependency=postgres (env=dev, region=ap-southeast-1, ip=68.118.22.78, request_id=dmso170s9bvk82o5, trace_id=96k4wtcwxkmt5fnla5ii1d25, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 01:37:01 | WARN | auth | Circuit breaker half-open dependency=stripe (env=staging, region=me-south-1, ip=19.22.28.108, request_id=1cw8ke511t61u74c, trace_id=6ve0yujeinbr0ad2wzhp3owz, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 01:37:05 | WARN | auth | High memory usage warning mem=98% (env=staging, region=eu-west-1, ip=48.2.214.64, request_id=j9kndvq6z8qrt58s, trace_id=vmms0tozh2xw1khdsfvj25sy, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 01:42:37 | WARN | auth | Elevated error rate observed window_s=120 rate=4.6% (env=staging, region=us-east-1, ip=153.198.231.32, request_id=yvv5eok0q2bmhzj6, trace_id=x2tzptu80zmsq8mqc7tmonve, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 01:43:43 | WARN | auth | Queue backlog growing size=3598 (env=prod, region=us-east-1, ip=173.69.13.209, request_id=qrdny9qq3xel0mfn, trace_id=56c41qsavt9uaa4lxt0rzcn3, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 01:46:21 | WARN | auth | Payment provider latency high (1008ms) (env=prod, region=me-south-1, ip=112.218.236.26, request_id=qw9x8oqufzhl6fpn, trace_id=gc3y8c71b8reydgncdml69ts, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 01:46:58 | WARN | auth | Temporary network jitter detected rtt_ms=174 (env=prod, region=eu-west-1, ip=178.61.118.186, request_id=2cg9spygfxefmlij, trace_id=oco3rmp8fwcgysbk20txo19r, ua="PostmanRuntime/7.36.0")
2026-02-01 01:48:59 | WARN | auth | Circuit breaker half-open dependency=redis (env=prod, region=eu-west-1, ip=222.88.252.172, request_id=luiyrbpf1cq1qiaw, trace_id=4eg4vtu98x6qb2rbzv5tn3pf, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 01:49:28 | WARN | auth | Disk usage above 80% disk=93% (env=dev, region=me-south-1, ip=158.131.151.80, request_id=sgzfsfm7trnxs6pu, trace_id=1dneewczqwxa9946mfve91m1, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 01:50:07 | WARN | auth | High memory usage warning mem=68% (env=prod, region=us-east-1, ip=159.120.34.186, request_id=u00uwyfrvt3g8724, trace_id=e48tr9f8za7nziloloaauivx, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 01:50:19 | WARN | auth | Slow response detected (71ms) endpoint=/files/3849 (env=prod, region=me-south-1, ip=72.34.47.3, request_id=xfe9ldtzi368yfrw, trace_id=0hhx5hovzxzp08o2466nnru7, ua="PostmanRuntime/7.36.0")
2026-02-01 01:50:44 | WARN | auth | Elevated error rate observed window_s=120 rate=10.2% (env=prod, region=us-east-1, ip=245.198.16.47, request_id=kpgny7mxxhv24eed, trace_id=532xff82ekgpu04atmufhv8x, ua="PostmanRuntime/7.36.0")
2026-02-01 01:51:05 | WARN | auth | Queue backlog growing size=1380 (env=staging, region=ap-southeast-1, ip=215.4.51.144, request_id=6n11olwl8t86e9c4, trace_id=w2smu0civtzeaxhgremr1vnk, ua="PostmanRuntime/7.36.0")
2026-02-01 01:51:10 | WARN | auth | Circuit breaker half-open dependency=stripe (env=prod, region=me-south-1, ip=117.66.40.19, request_id=7wc5d4sfftb9lm3b, trace_id=feph4x6ha0mvls6zhxlf48nx, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 01:53:52 | WARN | auth | Temporary network jitter detected rtt_ms=898 (env=prod, region=eu-west-1, ip=73.63.230.158, request_id=leam56ksqlidd4vq, trace_id=y7k4h1s8xj4v5cwgr5o19tyg, ua="curl/8.4.0")
2026-02-01 01:53:54 | WARN | auth | Queue backlog growing size=3826 (env=prod, region=ap-southeast-1, ip=229.22.149.195, request_id=npm9i3srcixhrccj, trace_id=6zkmii2apwxz0llhpqg1pb9s, ua="curl/8.4.0")
2026-02-01 01:56:11 | WARN | auth | Slow response detected (1106ms) endpoint=/inventory/SKU14729 (env=prod, region=eu-west-1, ip=214.158.132.227, request_id=j6q5it0smk1odhv2, trace_id=rxgk51qpgzb7cx7ea4o9djjf, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 01:57:19 | WARN | auth | Disk usage above 80% disk=86% (env=prod, region=ap-southeast-1, ip=196.107.218.108, request_id=v9zyeipj1z2hag4n, trace_id=4n4wrjfnao0p9gn9jepn03m2, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 01:57:32 | WARN | auth | Slow response detected (2638ms) endpoint=/analytics/event (env=prod, region=eu-west-1, ip=228.98.234.101, request_id=paw83ir9su7c2m41, trace_id=7pbq71k6me861u4140twbyb8, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 01:58:06 | WARN | auth | Slow response detected (3041ms) endpoint=/login (env=dev, region=us-east-1, ip=168.83.115.18, request_id=sioa8atlcgfk737y, trace_id=xomx6xqk1x2y4luq6tb3t96j, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 02:01:50 | WARN | auth | Circuit breaker half-open dependency=kms (env=staging, region=me-south-1, ip=165.180.11.148, request_id=2zsnqcoxf80l7hyt, trace_id=s9358q9mswciorhbkrnmuy2v, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 02:03:42 | WARN | auth | Retrying request to upstream service attempt=5 (env=prod, region=us-east-1, ip=246.32.113.212, request_id=sx5b5bh5733a48o0, trace_id=35k6tlan29sv3cy4xxe8louh, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 02:04:33 | WARN | auth | Rate limit nearing threshold remaining=28 (env=staging, region=eu-west-1, ip=173.138.211.140, request_id=4z7w8ibjr3oqsdkv, trace_id=jlg253qb4ewkarfsm2ci8gjd, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 02:05:55 | WARN | auth | Retrying request to upstream service attempt=5 (env=prod, region=me-south-1, ip=175.105.138.81, request_id=murp57zr6b2krj1e, trace_id=om07v2hsg9fz3e68wo22iezi, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 02:06:01 | WARN | auth | Disk usage above 80% disk=84% (env=staging, region=ap-southeast-1, ip=124.159.188.169, request_id=uw3zhy5uc6vz8ysi, trace_id=2w172j1eyufsq2vhbeu8wn35, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 02:07:43 | WARN | auth | Payment provider latency high (591ms) (env=prod, region=ap-southeast-1, ip=45.35.109.209, request_id=3ahl38iwrrqg3hku, trace_id=cel2bvmz45qivl08u6vs4792, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 02:09:23 | WARN | auth | Rate limit nearing threshold remaining=20 (env=dev, region=me-south-1, ip=196.197.13.123, request_id=p7ug3szqkwl7osuh, trace_id=41m1mpg6ze7b2y5uqm8p7pwp, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 02:10:19 | WARN | auth | Rate limit nearing threshold remaining=46 (env=prod, region=ap-southeast-1, ip=146.27.189.126, request_id=7g0w91kczz06fcfb, trace_id=hmfh6il6igesrsid8t28880s, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 02:11:38 | WARN | auth | High memory usage warning mem=83% (env=prod, region=us-east-1, ip=23.126.127.85, request_id=4mm2a3a2nok9vx22, trace_id=x4ov8w2h0p4w7o0vc79akkbw, ua="PostmanRuntime/7.36.0")
2026-02-01 02:20:19 | WARN | auth | Circuit breaker half-open dependency=cdn-edge (env=staging, region=me-south-1, ip=131.120.118.202, request_id=6az6f5jfkz5r31pa, trace_id=dru6nyy2604qnnae7dhdtq1h, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 02:21:17 | WARN | auth | Queue backlog growing size=6002 (env=staging, region=us-east-1, ip=140.36.247.25, request_id=c8dfobzl3edr5p2v, trace_id=emonfc4x3h13tg29str9gqqu, ua="curl/8.4.0")
2026-02-01 02:21:20 | WARN | auth | Temporary network jitter detected rtt_ms=846 (env=prod, region=ap-southeast-1, ip=233.94.16.191, request_id=0kpwx678wh6azg2d, trace_id=xvn5ajphafvhdliioglomtdp, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 02:23:32 | WARN | auth | Circuit breaker half-open dependency=cdn-edge (env=staging, region=ap-southeast-1, ip=33.103.114.229, request_id=8a11zhh7tbz37c8l, trace_id=fwqcot3fha6391y45g4fjyeh, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 02:24:10 | WARN | auth | Retrying request to upstream service attempt=1 (env=prod, region=us-east-1, ip=236.132.27.87, request_id=zfszxpv2zi1b1iou, trace_id=mmbeysnohznpqjtmiex9h244, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 02:25:24 | WARN | auth | Payment provider latency high (2491ms) (env=prod, region=us-east-1, ip=150.153.215.155, request_id=y2d8epvomt68ftdo, trace_id=0gnlrpsphuijzrh9nvk93nhm, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 02:27:28 | WARN | auth | High memory usage warning mem=84% (env=prod, region=eu-west-1, ip=234.226.150.174, request_id=i58knzgh4dtp3810, trace_id=xo20lbollq3elozlxh37kjkk, ua="PostmanRuntime/7.36.0")
