2026-02-01 00:00:15 | INFO | auth | Cache miss key=rate:218.224.64.212 (env=staging, region=me-south-1, ip=218.224.64.212, request_id=t55bkc1xaztl5ddo, trace_id=rqwegheyldke0lujqy44t8qk, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:08:10 | WARN | auth | Disk usage above 80% disk=99% (env=prod, region=ap-southeast-1, ip=206.28.18.32, request_id=2qfrfwj9rd06tudm, trace_id=2os4d1jq5aksk6enyqylgkj1, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:08:22 | WARN | auth | High memory usage warning mem=95% (env=prod, region=eu-west-1, ip=51.80.69.145, request_id=rj17o15v6oj90qc9, trace_id=e7dzv3nrlmq1komsd9xgvnbp, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:08:30 | INFO | auth | Batch processed records=3847 duration_ms=351 (env=prod, region=eu-west-1, ip=145.2.77.125, request_id=zx67d5e20cnruadx, trace_id=6wckutb23vct3nh6phupd5ie, ua="curl/8.4.0")
2026-02-01 00:08:41 | WARN | auth | Queue backlog growing size=2805 (env=prod, region=ap-southeast-1, ip=62.166.145.228, request_id=2zpj3yyosw8tt536, trace_id=cd3d7l52i9t7n0dh9gnmzqgl, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:09:04 | INFO | auth | File uploaded id=file_pjehrilavd bytes=7100512 (env=staging, region=ap-southeast-1, ip=25.225.104.254, request_id=1xj4bv522h7ns8p3, trace_id=13si24d7ksqngxcqd0oqhj1n, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:09:30 | INFO | auth | Cache hit key=user:3179 ttl_s=2743 (env=prod, region=me-south-1, ip=178.51.177.156, request_id=r3mrmrqcgvhxoghn, trace_id=bbrlryxhpo5926us3eqt9te4, ua="PostmanRuntime/7.36.0")
2026-02-01 00:09:43 | WARN | auth | Rate limit nearing threshold remaining=46 (env=prod, region=eu-west-1, ip=142.218.120.6, request_id=zgvl1p7yuvi30khu, trace_id=tlatn6lkwziuhrxvckqc1f2g, ua="curl/8.4.0")
2026-02-01 00:10:16 | WARN | auth | High memory usage warning mem=94% (env=prod, region=ap-southeast-1, ip=103.59.142.154, request_id=tvubr9jfifhsk3mo, trace_id=jjbe4dejhardp0w32c1zv229, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:10:23 | WARN | auth | Rate limit nearing threshold remaining=2 (env=staging, region=ap-southeast-1, ip=73.213.238.54, request_id=mxd9eni88n9zns42, trace_id=jllfbxh6ujgy3o7ew6983d4c, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:10:39 | INFO | auth | User logout success user_id=9189 (env=prod, region=us-east-1, ip=136.99.170.102, request_id=pealiw7jhy8v3xys, trace_id=4t46sohh2x5mwflovmkavcov, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:11:30 | INFO | auth | Metrics pushed cpu=12% mem=87% (env=prod, region=me-south-1, ip=215.96.116.58, request_id=03jmof1b8vkb5pl3, trace_id=bk9tcwnxu08szhkd8mbwvd8a, ua="curl/8.4.0")
2026-02-01 00:11:56 | WARN | auth | Elevated error rate observed window_s=30 rate=9.4% (env=prod, region=ap-southeast-1, ip=97.153.123.83, request_id=8tytyenzijn5e2rp, trace_id=a9coishclsw7b1jid28ey3cv, ua="PostmanRuntime/7.36.0")
2026-02-01 00:12:28 | INFO | auth | Cache hit key=inv:SKU53865 ttl_s=375 (env=staging, region=me-south-1, ip=27.17.161.202, request_id=pwyhqqnurkcod8z2, trace_id=k98sbygywe2h74dtkkweeign, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:12:55 | INFO | auth | File uploaded id=file_7t6c46rywd bytes=181231 (env=dev, region=ap-southeast-1, ip=108.115.72.235, request_id=m3cr60qzgoqtle0a, trace_id=g30ewt2bvlof5nsuxjemvcur, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:12:58 | INFO | auth | Cache miss key=inv:SKU58623 (env=prod, region=ap-southeast-1, ip=165.145.43.126, request_id=7zl7mxush352lqxo, trace_id=rj9v10l3g5kj64034w31owcv, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:13:29 | INFO | auth | DELETE /logout 204 (1300ms) (env=prod, region=eu-west-1, ip=82.49.196.214, request_id=n39vg639cc3jleyo, trace_id=ny7eguna7hx6geno0560z87j, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:13:37 | WARN | auth | High memory usage warning mem=91% (env=staging, region=eu-west-1, ip=226.211.121.117, request_id=mmyu897uncar62gz, trace_id=xxs73c05yesks7rh7zuk1j4p, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:14:03 | INFO | auth | User logout success user_id=1417 (env=staging, region=eu-west-1, ip=88.189.27.234, request_id=w1g2721caepdb6bh, trace_id=1nva7khlx2iqjtmofmr0yb8g, ua="PostmanRuntime/7.36.0")
2026-02-01 00:14:37 | INFO | auth | Config loaded version=2.13.15 (env=prod, region=me-south-1, ip=188.253.25.188, request_id=0ag22cz62myubrwm, trace_id=pvr9lsphckx12wwjez0aj4zc, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:14:46 | INFO | auth | Job completed successfully: job=invoice-run duration_ms=1505 (env=prod, region=ap-southeast-1, ip=95.25.215.32, request_id=6z682mjnho7bvr5g, trace_id=7jkqxfd6j87nw13kpg99qtz2, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:15:05 | INFO | auth | Metrics pushed cpu=32% mem=80% (env=prod, region=ap-southeast-1, ip=143.32.219.100, request_id=gyvw6qg9z51qu5ku, trace_id=oojsqyjhut1syw1y7s4z81qi, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:16:09 | INFO | auth | Config loaded version=3.16.42 (env=prod, region=ap-southeast-1, ip=71.226.248.161, request_id=wqym6q99gppn2ce7, trace_id=4k8gjgobxklwzzaqta1oew1n, ua="curl/8.4.0")
2026-02-01 00:16:26 | WARN | auth | Retrying request to upstream service attempt=4 (env=prod, region=us-east-1, ip=88.215.183.163, request_id=b6wb2cya4au6fniq, trace_id=a7cpzuyj0vykj4k5t885g6t8, ua="curl/8.4.0")
2026-02-01 00:16:37 | INFO | auth | Token refreshed user_id=3023 (env=prod, region=me-south-1, ip=56.125.224.38, request_id=8who6o0axk3bly6c, trace_id=l0w5luzxbpay8q46qvp7w7sl, ua="PostmanRuntime/7.36.0")
2026-02-01 00:16:49 | INFO | auth | Job completed successfully: job=cleanup-sessions duration_ms=2473 (env=staging, region=ap-southeast-1, ip=67.90.91.29, request_id=ojhrzj8hvptsj5j2, trace_id=9s2rjdw7t1m4ijy5jvvzq76h, ua="PostmanRuntime/7.36.0")
2026-02-01 00:17:21 | INFO | auth | File uploaded id=file_olylan5r19 bytes=8817379 (env=dev, region=us-east-1, ip=251.113.169.154, request_id=1adkf7lwai2kqdbb, trace_id=dmh7w7h2fd5l4673x8wzvwjp, ua="PostmanRuntime/7.36.0")
2026-02-01 00:17:22 | INFO | auth | Job completed successfully: job=sync-users duration_ms=2402 (env=prod, region=eu-west-1, ip=89.206.158.19, request_id=5klwlb6cv3gmriot, trace_id=192ndle2bc8bfk76w9hy31zc, ua="curl/8.4.0")
2026-02-01 00:18:08 | WARN | auth | Queue backlog growing size=7326 (env=prod, region=me-south-1, ip=7.249.147.170, request_id=dkvwe399xxdl5zvf, trace_id=6w542ivy8wgy6x0rgs8s0jf4, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:18:38 | INFO | auth | File uploaded id=file_06w4uiwczr bytes=5802721 (env=prod, region=us-east-1, ip=30.104.66.199, request_id=ys4mhhmtnrekrrck, trace_id=qdjrydgp5cs0mj2nn60qikhz, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:18:56 | INFO | auth | Job completed successfully: job=sync-users duration_ms=2224 (env=prod, region=me-south-1, ip=53.234.243.25, request_id=jiygne6600yeksne, trace_id=hm544sjbc589cxtw48mcrwon, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:19:07 | INFO | auth | User login success user_id=5971 (env=prod, region=me-south-1, ip=68.106.173.254, request_id=73ehhswnt0qmcgft, trace_id=csjyc1vgay44c3d9pyfgnk76, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:19:30 | INFO | auth | Token refreshed user_id=1836 (env=prod, region=us-east-1, ip=149.122.57.205, request_id=s2g5mwcy9tfe3k9u, trace_id=zqup4gazv9ranlaw74vqqil7, ua="PostmanRuntime/7.36.0")
2026-02-01 00:19:48 | WARN | auth | High memory usage warning mem=98% (env=staging, region=eu-west-1, ip=242.12.164.139, request_id=kwm4vw57pxvapl8p, trace_id=m0o28hlokq3d1tbbcqxnfve4, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:20:29 | INFO | auth | File uploaded id=file_ekvt5q78a6 bytes=6458807 (env=dev, region=eu-west-1, ip=227.110.139.209, request_id=q5jc9w8b5dn4zql8, trace_id=z1isgavh6fq2ios92lal4t09, ua="PostmanRuntime/7.36.0")
2026-02-01 00:21:08 | WARN | auth | Temporary network jitter detected rtt_ms=389 (env=prod, region=ap-southeast-1, ip=108.170.8.109, request_id=2o8vbcgofhywqun4, trace_id=18q4mp37ewqoeah473k7c7jp, ua="PostmanRuntime/7.36.0")
2026-02-01 00:21:14 | INFO | auth | Cache miss key=user:2055 (env=prod, region=us-east-1, ip=201.126.71.239, request_id=jssra0y55u0bvrlt, trace_id=ck318kgym5c4m5otsuemrtrs, ua="curl/8.4.0")
2026-02-01 00:21:33 | INFO | auth | POST /logout 503 (1556ms) (env=staging, region=me-south-1, ip=6.19.244.254, request_id=4sraol7lgprpmzcv, trace_id=mwbi5tgmcmbpmlc2a2kvq7mu, ua="PostmanRuntime/7.36.0")
2026-02-01 00:22:24 | INFO | auth | Token refreshed user_id=9360 (env=prod, region=eu-west-1, ip=29.232.191.4, request_id=brfywtscxkn72nhf, trace_id=z6d5usq5zijtic61zgznyf5j, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:22:34 | INFO | auth | Token refreshed user_id=3253 (env=staging, region=me-south-1, ip=62.224.164.134, request_id=6cm2cimghjfd4he4, trace_id=87fxha3sozhbbfvtksf6kw7z, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:22:37 | INFO | auth | Job completed successfully: job=sync-users duration_ms=2959 (env=dev, region=us-east-1, ip=253.33.161.202, request_id=5j16fh5o0st0r1cb, trace_id=k8jga73xm91eswqxbh1x3432, ua="PostmanRuntime/7.36.0")
2026-02-01 00:22:51 | INFO | auth | Cache hit key=sess:4918 ttl_s=1040 (env=prod, region=us-east-1, ip=47.238.134.201, request_id=o7ehs4265v94hfnx, trace_id=ulp546p1bjb6p3w0mqg8j03k, ua="curl/8.4.0")
2026-02-01 00:23:17 | INFO | auth | Cache miss key=cart:2923 (env=prod, region=us-east-1, ip=234.69.226.237, request_id=261e4dzp77q329tx, trace_id=hjavgtfnxzfaec7ppakz9n1s, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:23:39 | WARN | auth | Disk usage above 80% disk=84% (env=dev, region=eu-west-1, ip=213.159.54.93, request_id=yenqwqrrkxry81b6, trace_id=mryf30j52j75ttkoucpkrrrj, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:23:43 | INFO | auth | User login success user_id=7996 (env=staging, region=ap-southeast-1, ip=73.37.226.19, request_id=20u8vn3yag0f6n95, trace_id=e4bq0c3pqj5cra8cy9qg1h3k, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:24:08 | WARN | auth | Payment provider latency high (212ms) (env=prod, region=us-east-1, ip=204.251.86.222, request_id=hyxn9xz59yg0htp4, trace_id=rjm348jc7uc8u4lho31hwe5o, ua="PostmanRuntime/7.36.0")
2026-02-01 00:24:12 | WARN | auth | Temporary network jitter detected rtt_ms=451 (env=prod, region=ap-southeast-1, ip=98.132.142.7, request_id=pw1qo37ne9nbf95t, trace_id=conmwhaq7k7ac0gxiqvl7f61, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:25:10 | WARN | auth | Elevated error rate observed window_s=60 rate=1.3% (env=prod, region=me-south-1, ip=164.224.187.72, request_id=h55wtgwhdo1i5mv4, trace_id=78zy3u54zelcey37m6i079eb, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:25:18 | INFO | auth | Token refreshed user_id=3698 (env=prod, region=eu-west-1, ip=128.141.218.30, request_id=mqgrxoczfyzw3s8w, trace_id=o3fdkhlyasr432m4zo9yb41j, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:25:46 | INFO | auth | Batch processed records=532 duration_ms=2215 (env=prod, region=eu-west-1, ip=48.83.129.111, request_id=68u6e8g0ujqtx9sz, trace_id=vudqpex66w8x5x9nb73fq7v7, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:26:33 | INFO | auth | User logout success user_id=8578 (env=dev, region=ap-southeast-1, ip=18.28.243.58, request_id=uipy6041ax39hvpl, trace_id=7q7np08vlmgnxalxeyg8wlih, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:26:37 | INFO | auth | Job completed successfully: job=sync-users duration_ms=3386 (env=prod, region=me-south-1, ip=236.131.244.192, request_id=b6fextff2fpg5kz9, trace_id=n5rsjasl5ypqqlzqva5yn9yj, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:26:40 | WARN | auth | Disk usage above 80% disk=83% (env=dev, region=eu-west-1, ip=91.174.182.133, request_id=d3ouo5w7g048sx8d, trace_id=lrfkmzvbb17ddomilrz3n9ga, ua="PostmanRuntime/7.36.0")
2026-02-01 00:27:00 | INFO | auth | User login success user_id=3746 (env=staging, region=eu-west-1, ip=45.184.192.206, request_id=9oj9eboi9tzjttrh, trace_id=cgz2ss8nkugj0oek9ko071we, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:27:03 | INFO | auth | GET /login 200 (2930ms) (env=prod, region=me-south-1, ip=104.96.252.201, request_id=qhgz5o2runo1l1o7, trace_id=dmho08n65vm580ci1kk2i21r, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:27:23 | INFO | auth | Metrics pushed cpu=93% mem=76% (env=staging, region=me-south-1, ip=10.223.92.220, request_id=no1ytt4pfzg5wity, trace_id=bc1il7lcdiut5z9uc2dvxhoe, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:27:51 | INFO | auth | Cache miss key=user:3246 (env=prod, region=us-east-1, ip=253.92.19.89, request_id=jwojl8g0f7zqhaex, trace_id=p93cab1ou4m8hxulh42lg2ya, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:28:18 | INFO | auth | Cache hit key=inv:SKU26965 ttl_s=2817 (env=prod, region=eu-west-1, ip=57.182.57.96, request_id=vid8zkyou9k1i6t2, trace_id=n7bl2ov1cllwhhp7gvaezn8l, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:28:23 | INFO | auth | File uploaded id=file_t3tmsz5g9m bytes=4772965 (env=staging, region=ap-southeast-1, ip=180.136.171.21, request_id=t3ow9h5t34hnxtpa, trace_id=lpz03wnz33e5wtb3qk7wxuw6, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:29:56 | INFO | auth | User logout success user_id=6675 (env=dev, region=ap-southeast-1, ip=182.69.169.215, request_id=fdblu6lsn1eysd51, trace_id=je5db4vb77z7cz4w7ixuqso1, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:29:59 | INFO | auth | File uploaded id=file_uc3f4t2wk8 bytes=8528174 (env=prod, region=ap-southeast-1, ip=216.35.215.204, request_id=jsoy8811zb3imklf, trace_id=px52sr26bh3nvjty9rv4ocym, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:30:04 | INFO | auth | Batch processed records=909 duration_ms=1543 (env=staging, region=eu-west-1, ip=22.32.45.244, request_id=md7xxe75jnv0lkpk, trace_id=57gylg8jqcbhlvt64biyy5ye, ua="PostmanRuntime/7.36.0")
2026-02-01 00:30:07 | INFO | auth | Cache hit key=sess:9778 ttl_s=1990 (env=prod, region=me-south-1, ip=63.171.194.205, request_id=ww5m7z3f1p7a902s, trace_id=jbraqctqk16gc3xwuzeov5hu, ua="curl/8.4.0")
2026-02-01 00:30:29 | WARN | auth | Disk usage above 80% disk=81% (env=prod, region=ap-southeast-1, ip=64.243.199.75, request_id=fq5jqy7t48t8lj5u, trace_id=x4nxbpurigyh8ddwtheqff8l, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:30:40 | WARN | auth | Disk usage above 80% disk=95% (env=prod, region=me-south-1, ip=187.220.183.83, request_id=9lijo3l0c6yw4r8h, trace_id=qkft7ipid2a4xr2r03ysz0hf, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:30:53 | INFO | auth | User logout success user_id=1468 (env=prod, region=us-east-1, ip=109.68.197.252, request_id=w7vs3sz4c30tfjmp, trace_id=9w22buh27eri5di5mpedy90v, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:31:08 | INFO | auth | Job completed successfully: job=rebuild-index duration_ms=89 (env=prod, region=ap-southeast-1, ip=11.202.237.4, request_id=koi03lz5u5iifuyo, trace_id=5d6vwf13c6cpf5hzxodmmfiv, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:31:13 | INFO | auth | User login success user_id=4319 (env=prod, region=eu-west-1, ip=144.17.13.5, request_id=ct996w99g2tlbq59, trace_id=ss3oml9z9jewse95zaswo9iz, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:31:22 | WARN | auth | Elevated error rate observed window_s=300 rate=14.3% (env=staging, region=me-south-1, ip=170.174.111.200, request_id=uv5es4rjatt41cgj, trace_id=ndawqs68t1hqumi9aust3jd8, ua="curl/8.4.0")
2026-02-01 00:31:25 | INFO | auth | Token refreshed user_id=2983 (env=prod, region=me-south-1, ip=165.234.129.64, request_id=prbxv0m8p7nyv3s3, trace_id=wcwwfoib56g4l73vnmhevn38, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:31:31 | INFO | auth | Batch processed records=2275 duration_ms=3394 (env=prod, region=me-south-1, ip=96.93.62.25, request_id=io5rqzff5gsi4orf, trace_id=cfu4ztmdy7rsy93uc0f4xzem, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:31:32 | INFO | auth | Token refreshed user_id=8853 (env=staging, region=eu-west-1, ip=73.102.207.251, request_id=a8hrs236nroui65t, trace_id=8rkpq88t9095swcqhyidfcbd, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
2026-02-01 00:31:37 | INFO | auth | Config loaded version=1.12.47 (env=prod, region=us-east-1, ip=22.100.212.150, request_id=12v4za5xajrc2ddz, trace_id=nx2cb6zp5tuw2h7qei9xe6w6, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:31:46 | INFO | auth | Batch processed records=14 duration_ms=2587 (env=prod, region=me-south-1, ip=218.24.167.131, request_id=3sd6y4vxrcqalz04, trace_id=dpdtwtxoblc8hyx3s7qcgqlb, ua="Mozilla/5.0 (iPhone; CPU iPhone OS 17_0 like Mac OS X)")
2026-02-01 00:32:02 | INFO | auth | Job completed successfully: job=send-digests duration_ms=2734 (env=prod, region=ap-southeast-1, ip=219.137.191.249, request_id=5yfwvusqrw3wytxp, trace_id=7z4fv6dwlj9wo1rlivf51z34, ua="PostmanRuntime/7.36.0")
2026-02-01 00:32:08 | INFO | auth | User login success user_id=6791 (env=dev, region=eu-west-1, ip=194.227.142.232, request_id=so1dxq70e6t6c5wn, trace_id=ouyzcxi8vao2wl4vpcswbdjm, ua="curl/8.4.0")
2026-02-01 00:32:15 | WARN | auth | Slow response detected (2939ms) endpoint=/inventory/SKU74916 (env=prod, region=ap-southeast-1, ip=113.132.206.1, request_id=t0ztt8dfpjd08vcq, trace_id=zfw23ppi9i55hrs9rmp88673, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:32:27 | INFO | auth | Batch processed records=2560 duration_ms=2025 (env=prod, region=eu-west-1, ip=30.213.26.15, request_id=9e8druajtlrrfwb0, trace_id=4bvp0f28ywe2gaahz4ez2sel, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:33:03 | WARN | auth | Elevated error rate observed window_s=60 rate=2.0% (env=staging, region=me-south-1, ip=217.21.8.160, request_id=ebd6y0wzbk1ru7q0, trace_id=mskotw354xnczta1tydgxb9l, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:33:50 | INFO | auth | Cache miss key=sess:6242 (env=dev, region=eu-west-1, ip=185.118.201.230, request_id=an2kngfsbdh3v4ia, trace_id=mra33mwb2l177jyi3lprmbct, ua="Mozilla/5.0 (Linux; Android 14; Pixel 7)")
2026-02-01 00:33:53 | INFO | auth | GET /users/4408/profile 201 (2093ms) (env=dev, region=eu-west-1, ip=91.205.188.2, request_id=0ddvzmljyvya9zwn, trace_id=oetj74d3bwyg9zp1qpk9ba78, ua="curl/8.4.0")
2026-02-01 00:34:21 | INFO | auth | User logout success user_id=1949 (env=staging, region=ap-southeast-1, ip=87.95.221.254, request_id=sn63vqxeiloi38nt, trace_id=w1ap1ckn44fighxcpflzbjt3, ua="Mozilla/5.0 (Windows NT 10.0; Win64; x64)")
2026-02-01 00:34:36 | INFO | auth | Token refreshed user_id=1863 (env=staging, region=us-east-1, ip=142.65.119.252, request_id=34zdl3p0fcou4zqo, trace_id=srtsig6q5yu7autg4il1w43l, ua="PostmanRuntime/7.36.0")
2026-02-01 00:35:32 | INFO | auth | Batch processed records=993 duration_ms=3154 (env=prod, region=eu-west-1, ip=85.165.141.45, request_id=k7y2em3ox583xapp, trace_id=9vng1p5s9q4wsmg3p9q0prmq, ua="Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7)")
